tweet_id,retweet,favorites
832636094638288896,2552,14851
832397543355072512,2034,11212
832369877331693569,2911,16027
832273440279240704,2138,10624
832215909146226688,5697,0
832215726631055365,8555,0
832088576586297345,2,59
832040443403784192,8789,0
832032802820481025,4288,16720
831939777352105988,5639,22414
831926988323639298,34,319
831911600680497154,5954,25750
831670449226514432,1683,9763
831650051525054464,1782,6658
831552930092285952,2151,8433
831322785565769729,1436,8729
831315979191906304,1035,6158
831309418084069378,2256,11053
831262627380748289,1883,11122
830956169170665475,1373,7485
830583320585068544,15351,62199
830173239259324417,5223,0
830097400375152640,2682,9124
829878982036299777,4589,0
829861396166877184,1789,11482
829501995190984704,9737,29796
829449946868879360,1854,9840
829141528400556032,6740,22840
829011960981237760,15043,50122
828801551087042563,3150,0
828770345708580865,5378,23998
828708714936930305,10277,34130
828650029636317184,1232,8922
828409743546925057,1077,6026
828408677031882754,1182,7226
828381636999917570,2053,11820
828376505180889089,990,6969
828372645993398273,2717,11834
828361771580813312,165,2061
828046555563323392,2645,11020
828011680017821696,1981,9745
827933404142436356,4806,18774
827653905312006145,2787,14542
827600520311402496,863,7037
827324948884643840,2796,14896
827199976799354881,2052,9965
826958653328592898,4589,20244
826848821049180160,9299,33917
826615380357632002,3663,0
826598799820865537,229,4842
826598365270007810,2172,9413
826476773533745153,3878,17305
826240494070030336,2408,12491
826204788643753985,854,4579
826115272272650244,2851,14690
825876512159186944,1731,9888
825829644528148480,2322,11978
825535076884762624,16292,53789
825147591692263424,4165,17195
825120256414846976,1164,0
825026590719483904,1164,5885
824796380199809024,5075,0
824775126675836928,3257,14005
824663926340194305,1633,9909
824325613288833024,9848,11134
824297048279236611,3553,14169
824025158776213504,557,4566
823939628516474880,2522,10032
823719002937630720,10306,0
823699002998870016,2329,13156
823581115634085888,2433,12210
823333489516937216,22,662
823322678127919110,3699,14770
823269594223824897,9178,0
822975315408461824,3186,16313
822872901745569793,39718,123592
822859134160621569,2103,12404
822647212903690241,5931,0
822610361945911296,2719,13914
822489057087389700,5931,17046
822462944365645825,13072,26191
822244816520155136,9178,32991
822163064745328640,4349,0
821886076407029760,2130,10631
821813639212650496,3109,0
821765923262631936,1553,7886
821522889702862852,1625,7539
821421320206483457,5101,0
821407182352777218,3976,11055
821153421864615936,8,236
821149554670182400,1818,8083
821107785811234820,1961,9026
821044531881721856,2114,11894
820837357901512704,6210,0
820749716845686786,9148,29702
820690176645140481,2988,11552
820494788566847489,521,0
820446719150292993,2383,0
820314633777061888,521,3152
820078625395449857,5759,18556
820013781606658049,1077,0
819952236453363712,1077,5002
819924195358416896,4523,12190
819711362133872643,2851,12568
819588359383371776,1863,9126
819347104292290561,1115,6811
819238181065359361,376,2133
819227688460238848,6210,21719
819015337530290176,34391,0
819015331746349057,17712,0
819006400881917954,17712,42856
819004803107983360,34391,82358
818646164899774465,19349,0
818627210458333184,7030,21151
818614493328580609,2345,9267
818588835076603904,5665,0
818536468981415936,2261,10234
818307523543449600,7416,0
818259473185828864,2071,10375
818145370475810820,2358,11574
817908911860748288,736,4591
817827839487737858,24989,48395
817777686764523521,2512,10183
817536400337801217,2717,11075
817502432452313088,3131,0
817423860136083457,13518,31708
817415592588222464,884,5276
817181837579653120,7830,0
817171292965273600,1856,8275
817120970343411712,2403,11499
817056546584727552,1509,8104
816829038950027264,4370,0
816816676327063552,1884,9441
816697700272001025,2042,9207
816450570814898180,7416,28553
816336735214911488,1793,8142
816091915477250048,1976,8454
816062466425819140,941,0
816014286006976512,4857,0
815990720817401858,941,4674
815966073409433600,7830,21047
815745968457060357,3841,0
815736392542261248,2107,9269
815639385530101762,1547,7788
815390420867969024,3550,9793
814986499976527872,1183,7232
814638523311648768,2515,10650
814578408554463233,5435,0
814530161257443328,1732,8187
814153002265309185,8067,27134
813944609378369540,2942,0
813910438903693312,1724,8824
813812741911748608,12987,34492
813800681631023104,1639,7858
813217897535406080,6820,17608
813202720496779264,1699,8739
813187593374461952,4027,18745
813172488309972993,1799,8770
813157409116065792,2059,7349
813142292504645637,2236,8053
813130366689148928,417,4252
813127251579564032,2908,11172
813112105746448384,2553,9766
813096984823349248,3365,9993
813081950185472002,2584,9393
813066809284972545,1821,7520
813051746834595840,6816,19847
812781120811126785,1782,7127
812709060537683968,1347,6271
812503143955202048,1146,5719
812466873996607488,1795,7549
812372279581671427,3409,12884
811985624773361665,1304,6884
811744202451197953,1466,7130
811647686436880384,679,5294
811627233043480576,2833,12019
811386762094317568,5950,19784
810984652412424192,1323,5033
810896069567610880,1637,8492
810657578271330305,2457,10386
810284430598270976,10456,33165
810254108431155201,3150,13918
809920764300447744,3663,14729
809808892968534016,4553,0
809448704142938112,1360,6584
809220051211603969,5223,18796
809084759137812480,3279,12511
808838249661788160,2853,9609
808733504066486276,2027,7464
808501579447930884,2446,10712
808344865868283904,19349,40017
808134635716833280,5486,0
808106460588765185,2060,8360
808001312164028416,3294,11798
807621403335917568,3369,13794
807106840509214720,51373,111117
807059379405148160,6859,0
807010152071229440,3613,12421
806629075125202948,32193,70275
806620845233815552,5121,0
806576416489959424,1818,4648
806542213899489280,2207,9699
806242860592926720,10819,0
806219024703037440,1130,6115
805958939288408065,4986,0
805932879469572096,1793,7851
805826884734976000,1711,6214
805823200554876929,7424,0
805520635690676224,1547,5460
805487436403003392,2367,8310
805207613751304193,1620,7448
804738756058218496,3588,12924
804475857670639616,1881,5819
804413760345620481,2996,0
804026241225523202,14958,41891
803773340896923648,2575,9505
803692223237865472,6889,0
803638050916102144,3869,10333
803380650405482500,1761,7356
803321560782307329,4938,0
803276597545603072,2288,9496
802952499103731712,1865,8543
802624713319034886,2715,0
802600418706604034,1377,6742
802572683846291456,2346,8485
802323869084381190,5453,15292
802265048156610565,1286,6596
802239329049477120,2445,8615
802185808107208704,250,0
801958328846974976,1591,7342
801854953262350336,218,1719
801538201127157760,1945,7787
801285448605831168,770,5715
801167903437357056,5486,23086
801127390143516673,3688,0
801115127852503040,1980,7655
800859414831898624,90,644
800855607700029440,1511,0
800751577355128832,2612,10058
800513324630806528,2811,12445
800459316964663297,2052,9013
800443802682937345,4007,0
800388270626521089,2625,10565
800188575492947969,3677,0
800141422401830912,2383,14460
800018252395122689,12252,26791
799774291445383169,4346,0
799757965289017345,1996,7942
799422933579902976,1791,7663
799308762079035393,5055,0
799297110730567681,2548,9351
799063482566066176,2333,7668
798933969379225600,4136,12370
798925684722855936,1354,7142
798705661114773508,6180,0
798701998996647937,7195,0
798697898615730177,6063,0
798694562394996736,4623,0
798686750113755136,2170,0
798682547630837760,4412,0
798673117451325440,5200,0
798665375516884993,3663,0
798644042770751489,1735,0
798628517273620480,1856,0
798585098161549313,5247,0
798576900688019456,5452,0
798340744599797760,3129,0
798209839306514432,2418,9887
797971864723324932,2880,10910
797545162159308800,4597,13829
797236660651966464,6121,18858
797165961484890113,24,212
796904159865868288,8317,0
796865951799083009,1824,7282
796759840936919040,2816,11164
796563435802726400,6700,0
796484825502875648,1644,7164
796387464403357696,3871,10419
796177847564038144,13307,0
796149749086875649,13307,30380
796125600683540480,1679,4717
796116448414461957,2242,8606
796080075804475393,2155,7991
796031486298386433,3485,10227
795464331001561088,21850,46568
795400264262053889,2671,9467
795076730285391872,5075,15290
794983741416415232,3144,0
794926597468000259,2149,9646
794355576146903043,9615,0
794332329137291264,2525,9098
794205286408003585,3102,8742
793962221541933056,4553,15848
793845145112371200,1738,8738
793614319594401792,2913,0
793601777308463104,1509,7554
793500921481273345,2220,10082
793286476301799424,8555,23265
793271401113350145,2234,8228
793256262322548741,7755,18858
793241302385262592,3060,9945
793226087023144960,2701,9250
793210959003287553,2596,8448
793195938047070209,5251,14390
793180763617361921,1855,6539
793165685325201412,2617,8870
793150605191548928,1590,5830
793135492858580992,2343,6052
793120401413079041,3664,11971
792913359805018113,3696,13534
792883833364439040,3985,10665
792773781206999040,1566,6976
792394556390137856,3998,12662
792050063153438720,1661,6755
791821351946420224,19610,0
791784077045166082,8837,0
791780927877898241,3544,0
791774931465953280,20661,42584
791672322847637504,2913,11106
791406955684368384,3841,12450
791312159183634433,2356,8291
791026214425268224,3788,0
790987426131050500,1980,9276
790946055508652032,4370,15813
790723298204217344,2137,0
790698755171364864,1794,7772
790581949425475584,6614,19470
790337589677002753,1762,7400
790277117346975746,2942,11849
790227638568808452,3291,0
789986466051088384,2137,8773
789960241177853952,3806,0
789903600034189313,3868,9753
789628658055020548,1634,7056
789599242079838210,1785,6358
789530877013393408,3144,11045
789314372632018944,2127,8172
789280767834746880,4568,0
789268448748703744,2430,8623
789137962068021249,2596,9200
788908386943430656,11659,25978
788765914992902144,9615,25805
788552643979468800,6628,0
788412144018661376,4905,14654
788178268662984705,1966,6867
788150585577050112,1196,5776
788070120937619456,3199,0
788039637453406209,1216,5769
787810552592695296,2830,8122
787717603741622272,2574,9678
787397959788929025,2652,10293
787322443945877504,1621,7367
787111942498508800,6270,0
786963064373534720,7396,25176
786729988674449408,2264,0
786709082849828864,5697,17309
786664955043049472,2357,10008
786595970293370880,2899,8946
786363235746385920,3203,10242
786286427768250368,2633,7537
786233965241827333,4349,14354
786051337297522688,145,1348
786036967502913536,6473,0
785927819176054784,2972,10764
785872687017132033,1665,6315
785639753186217984,2098,7425
785533386513321988,1831,8547
785515384317313025,1156,5768
785264754247995392,1510,6883
785170936622350336,4471,11319
784826020293709826,2996,9544
784517518371221505,2354,8467
784431430411685888,1179,5428
784183165795655680,7424,18872
784057939640352768,10306,27974
783839966405230592,9992,28275
783821107061198850,1817,6946
783695101801398276,2980,9829
783466772167098368,2072,7939
783391753726550016,5068,15936
783347506784731136,5128,0
783334639985389568,10819,27365
783085703974514689,2016,7705
782969140009107456,6859,22720
782747134529531904,1312,7051
782722598790725632,4986,16219
782598640137187329,1764,7360
782305867769217024,5101,15654
782021823840026624,5697,0
781955203444699136,3123,10532
781661882474196992,2507,9840
781655249211752448,1047,3757
781524693396357120,5121,19507
781308096455073793,2373,6708
781251288990355457,1918,7888
781163403222056960,2572,9236
780931614150983680,6700,20420
780858289093574656,1854,6776
780800785462489090,1195,5173
780601303617732608,3109,11384
780543529827336192,1623,5932
780496263422808064,3405,0
780476555013349377,103,0
780459368902959104,998,4976
780192070812196864,2073,8185
780092040432480260,2120,0
780074436359819264,4553,11386
779834332596887552,6473,17676
779377524342161408,2872,8220
779124354206535695,16927,0
779056095788752897,4191,13839
778990705243029504,6625,18685
778774459159379968,9104,0
778764940568104960,337,819
778748913645780993,1203,6440
778650543019483137,1383,5404
778624900596654080,939,4330
778408200802557953,3990,12827
778396591732486144,11281,0
778383385161035776,1017,5488
778286810187399168,3048,9702
778039087836069888,2450,7956
778027034220126208,1487,6174
777953400541634568,3252,0
777885040357281792,1511,5979
777684233540206592,2715,10573
777641927919427584,3902,0
777621514455814149,2328,8190
777189768882946048,3968,13267
776819012571455488,12515,0
776813020089548800,1110,4597
776477788987613185,2546,8215
776249906839351296,8408,0
776218204058357768,14625,27976
776201521193218049,2327,8996
776113305656188928,4007,11067
776088319444877312,141,1710
775898661951791106,15447,0
775842724423557120,2452,11000
775733305207554048,3688,13026
775729183532220416,4261,12229
775364825476165632,2703,6922
775350846108426240,3612,9538
775085132600442880,4346,14578
774757898236878852,1649,8108
774639387460112384,1607,6342
774314403806253056,5055,20467
773985732834758656,3571,10122
773922284943896577,1614,6040
773704687002451968,1492,6220
773670353721753600,1219,5044
773547596996571136,5665,20747
773336787167145985,4644,0
773308824254029826,6920,21900
773247561583001600,2990,8852
773191612633579521,3786,9346
772877495989305348,3566,8021
772826264096874500,2199,7551
772615324260794368,3100,0
772581559778025472,1576,6083
772193107915964416,1284,5659
772152991789019136,1048,3577
772117678702071809,684,3536
772114945936949249,440,2574
772102971039580160,859,3761
771908950375665664,1746,6160
771770456517009408,3129,11240
771500966810099713,2411,7745
771380798096281600,4644,9873
771171053431250945,6860,0
771136648247640064,2699,8575
771102124360998913,1324,5846
771014301343748096,1533,6463
770787852854652928,1097,4603
770772759874076672,1318,4875
770655142660169732,1660,6899
770414278348247044,1918,5919
770293558247038976,1350,5834
770093767776997377,2798,0
770069151037685760,2115,7115
769940425801170949,8789,29168
769695466921623552,1556,6022
769335591808995329,7103,0
769212283578875904,1591,5069
768970937022709760,5971,13349
768909767477751808,2425,0
768855141948723200,819,3919
768609597686943744,1093,3841
768596291618299904,1184,4719
768554158521745409,5364,0
768473857036525572,3147,12731
768193404517830656,3252,10142
767884188863397888,1261,4454
767754930266464257,4938,14927
767500508068192258,2136,7019
767191397493538821,3452,11489
767122157629476866,2627,9516
766793450729734144,1248,4725
766714921925144576,345,2458
766693177336135680,727,3783
766423258543644672,1448,5613
766313316352462849,1723,6323
766078092750233600,2409,0
766069199026450432,769,3926
766008592277377025,456,3524
765719909049503744,1981,6780
765669560888528897,1127,4839
765395769549590528,3097,25026
765371061932261376,1994,6659
765222098633691136,3100,10883
764857477905154048,1641,6059
764259802650378240,1382,5620
763956972077010945,49,731
763837565564780549,3788,11716
763183847194451968,1349,5042
763167063695355904,2739,0
763103485927849985,2108,6899
762699858130116608,3291,11320
762471784394268675,5876,10484
762464539388485633,3806,9613
762316489655476224,1026,4494
762035686371364864,14219,29698
761976711479193600,1815,5023
761750502866649088,3569,0
761745352076779520,790,4002
761672994376806400,26591,46103
761599872357261312,1096,3870
761371037149827077,16574,0
761334018830917632,1332,4810
761292947749015552,997,4172
761227390836215808,1436,4979
761004547850530816,3199,10612
760893934457552897,885,3562
760656994973933572,1741,6158
760641137271070720,1185,4653
760539183865880579,3320,7051
760521673607086080,1278,3908
760290219849637889,10520,24990
760252756032651264,795,3691
760190180481531904,1642,5332
760153949710192640,29,0
759943073749200896,1924,5514
759846353224826880,1790,6264
759793422261743616,1756,5562
759557299618865152,1099,4382
759447681597108224,2264,7906
759446261539934208,454,1558
759197388317847553,1797,5681
759159934323924993,1064,0
759099523532779520,3802,13578
759047813560868866,1843,6052
758854675097526272,837,3313
758828659922702336,3537,10437
758740312047005698,1494,5360
758474966123810816,911,3545
758467244762497024,2023,4463
758405701903519748,1754,4858
758355060040593408,956,3142
758099635764359168,9104,17631
758041019896193024,338,2521
757741869644341248,3012,6387
757729163776290825,7175,0
757725642876129280,1108,4239
757611664640446465,1004,4279
757597904299253760,277,0
757596066325864448,953,4056
757400162377592832,6283,14099
757393109802180609,1574,5427
757354760399941633,1297,4192
756998049151549440,1827,5852
756939218950160384,1830,6188
756651752796094464,1190,4690
756526248105566208,3287,9679
756303284449767430,1003,3676
756288534030475264,16240,41046
756275833623502848,1402,5956
755955933503782912,2611,6807
755206590534418437,4885,15253
755110668769038337,10146,19654
754874841593970688,7210,0
754856583969079297,2305,6423
754747087846248448,476,2407
754482103782404096,1785,4912
754449512966619136,671,3493
754120377874386944,2154,7360
753655901052166144,1983,5432
753420520834629632,3223,7305
753398408988139520,1722,5333
753375668877008896,2120,7112
753298634498793472,5182,0
753294487569522689,955,3116
753039830821511168,19092,34476
753026973505581056,873,3641
752932432744185856,6270,11714
752917284578922496,1436,6486
752701944171524096,2603,0
752682090207055872,1453,5579
752660715232722944,1417,4062
752568224206688256,2077,5101
752519690950500352,3143,6824
752334515931054080,1006,3582
752309394570878976,14848,0
752173152931807232,1664,5524
751950017322246144,829,2840
751937170840121344,1193,4813
751830394383790080,1777,5418
751793661361422336,2606,5376
751598357617971201,2820,7384
751583847268179968,1001,4091
751538714308972544,1143,4697
751456908746354688,919,2996
751251247299190784,5367,11693
751205363882532864,1658,5882
751132876104687617,1178,4710
750868782890057730,1241,4437
750719632563142656,4568,12209
750506206503038976,1043,4121
750429297815552001,3902,12262
750383411068534784,1038,4256
750381685133418496,26,667
750147208377409536,873,2900
750132105863102464,1174,3354
750117059602808832,1204,4036
750101899009982464,771,2833
750086836815486976,490,2020
750071704093859840,3017,7226
750056684286914561,817,2947
750041628174217216,563,2948
750026558547456000,716,2519
750011400160841729,819,2995
749996283729883136,754,2819
749981277374128128,2268,4767
749774190421639168,1203,4339
749417653287129088,1504,5652
749403093750648834,489,2429
749395845976588288,3139,7931
749317047558017024,2037,5081
749075273010798592,1876,5345
749064354620928000,1400,4487
749036806121881602,728,2873
748977405889503236,3119,9988
748932637671223296,2052,5390
748705597323898880,871,2577
748699167502000129,1452,4396
748692773788876800,1222,3944
748575535303884801,1795,5612
748568946752774144,605,2037
748346686624440324,1119,4830
748337862848962560,3719,7024
748324050481647620,688,3439
748307329658011649,652,3431
748220828303695873,7078,13100
747963614829678593,1948,5357
747933425676525569,2343,6156
747885874273214464,875,2708
747844099428986880,672,2619
747816857231626240,1052,4489
747651430853525504,143,1271
747648653817413632,5297,11916
747600769478692864,520,2163
747594051852075008,944,3413
747512671126323200,1471,5103
747461612269887489,937,3578
747439450712596480,1747,5023
747242308580548608,2617,0
747219827526344708,1431,4873
747204161125646336,828,3116
747103485104099331,3609,8859
746906459439529985,269,2712
746872823977771008,1934,5547
746818907684614144,1590,4935
746790600704425984,1456,4506
746757706116112384,3544,8802
746726898085036033,1632,5617
746542875601690625,1739,4671
746521445350707200,898,0
746507379341139972,989,4333
746369468511756288,1481,5741
746131877086527488,1990,6367
746056683365994496,737,3314
745789745784041472,961,3650
745712589599014916,2115,6481
745433870967832576,2299,6518
745422732645535745,2189,7923
745314880350101504,2467,6579
745074613265149952,3171,7242
745057283344719872,2043,6735
744995568523612160,567,2733
744971049620602880,2431,7272
744709971296780288,1429,5204
744334592493166593,1923,6322
744234799360020481,70270,144150
744223424764059648,323,1530
743980027717509120,1001,3885
743895849529389061,875,3391
743835915802583040,1860,0
743609206067040256,1266,4151
743595368194129920,5929,16890
743545585370791937,857,3265
743510151680958465,3407,7395
743253157753532416,1114,3919
743222593470234624,1728,5716
743210557239623680,1233,3550
742534281772302336,3265,6531
742528092657332225,1790,4088
742465774154047488,3583,6727
742423170473463808,3405,9063
742385895052087300,1768,6270
742161199639494656,1239,3986
742150209887731712,1391,4693
741793263812808706,1381,4208
741743634094141440,2486,7528
741438259667034112,743,3405
741303864243200000,2906,8097
741099773336379392,5000,9180
741067306818797568,2798,8827
740995100998766593,2456,5804
740711788199743490,858,3138
740699697422163968,705,2646
740676976021798912,6180,16776
740373189193256964,12085,32460
740365076218183684,384,2241
740359016048689152,794,3040
740214038584557568,1777,6163
739979191639244800,5364,18443
739932936087216128,982,3742
739844404073074688,785,3513
739623569819336705,1235,3492
739606147276148736,1487,4972
739544079319588864,19171,36344
739485634323156992,2631,6574
739238157791694849,52593,106721
738891149612572673,6,89
738885046782832640,1041,3498
738883359779196928,718,3034
738537504001953792,1391,4686
738402415918125056,737,2998
738184450748633089,1104,3958
738166403467907072,3021,8042
738156290900254721,580,2273
737826014890496000,1601,4816
737800304142471168,3159,9229
737678689543020544,1190,4622
737445876994609152,4037,9411
737322739594330112,728,3314
737310737551491075,6716,13470
736736130620620800,1536,3860
736392552031657984,6628,16279
736365877722001409,1109,3651
736225175608430592,2531,7465
736010884653420544,2693,7217
735991953473572864,1031,3284
735648611367784448,1005,3722
735635087207878657,2135,5640
735274964362878976,4528,12011
735256018284875776,801,3052
735137028879360001,876,2867
734912297295085568,471,2536
734787690684657664,5737,11520
734776360183431168,487,2310
734559631394082816,353,1372
733828123016450049,714,3298
733822306246479872,921,3378
733482008106668032,850,2873
733460102733135873,1135,3862
733109485275860992,15447,49186
732732193018155009,481,2222
732726085725589504,794,3285
732585889486888962,712,3346
732375214819057664,2273,7411
732005617171337216,4857,13643
731285275100512256,899,3214
731156023742988288,1140,3540
730924654643314689,1780,5624
730573383004487680,1906,4450
730427201120833536,937,3194
730211855403241472,956,3481
730196704625098752,1699,4429
